,input_angle,input_prheo,pspikenorm_ctr,fitgausspspikenorm_ctr,pspikenorm_fdE0,fitgausspspikenorm_fdE0,pspikenorm_ctrE0,fitgausspspikenorm_ctrE0,pspikenorm_fd,fitgausspspikenorm_fd
18,-72,0.8227942603569814,0.05004996110422027,0.07530001248956433,0.1297438802220827,0.1609473002768108,0.11666769368668153,0.14967873211172347,0.24052250548959728,0.26067540917821047
19,-71,0.8248324134207435,0.055416851744741154,0.0808683381018378,0.1393810231682946,0.1692650245473819,0.1259283437724199,0.15772960024992574,0.2522821181806584,0.27052466728026553
20,-70,0.8268470040987698,0.061212588019175736,0.08676181984529342,0.1494498897540671,0.1778871992686355,0.13564019613101116,0.16609175891146297,0.2643154167381559,0.28060047972736113
21,-69,0.8288378352558344,0.0674548156256482,0.09299197088004342,0.15994852834526715,0.18681687494849072,0.14580288866869703,0.17476913658313512,0.27661276279447905,0.2909006400235277
22,-68,0.8308047117479722,0.07416028243619045,0.0995700938516466,0.17087356043744356,0.1960565901792202,0.15641451605609796,0.1837651577767234,0.28916383917492017,0.30142250467815657
23,-67,0.832747440454315,0.08134468114794538,0.10650721910361098,0.1822201834952949,0.20560833861583258,0.1674716241056058,0.193082706414309,0.3019576840059406,0.31216298275043697
24,-66,0.8346658303086527,0.08902249515150482,0.11381403989306839,0.19398218235678047,0.2154735362758856,0.17896921410540598,0.20272408934548694,0.3149827268282051,0.32311852619380904
25,-65,0.836559692330713,0.09720684939065555,0.1215008447987079,0.206151948851514,0.22565298931817523,0.19090075676557522,0.2126910001676186,0.32822682642350914,0.33428512105993713
26,-64,0.8384288396571531,0.10590936792734654,0.12957744754358702,0.21872050921218703,0.23614686246305214,0.20325821534128,0.22298448352741196,0.3416773100652943,0.345658279620664
27,-63,0.8402730875722545,0.11514003983589038,0.13805311448947094,0.2316775587966971,0.24695464822174623,0.21603207741931754,0.23360490008855933,0.35532101390589177,0.3572330334650884
28,-62,0.8420922535383158,0.12490709493374948,0.14693649009359988,0.2450115035875193,0.2580751371059629,0.2292113947874485,0.24455189235581432,0.36914432421962945,0.36900392762729517
29,-61,0.8438861572257356,0.13521689071578766,0.15623552065294968,0.2587095078938191,0.26950638899209506,0.24278383075132806,0.25582435155067695,0.3831332192292861,0.38096501579836856
30,-60,0.8456546205427775,0.14607381169814512,0.1659573766948076,0.27275754765061966,0.2812457058166148,0.2567357142212694,0.2674203857377056,0.3972733112537653,0.3931098566741291
31,-59,0.8473974676650133,0.15748018220082022,0.17610837440549892,0.28714046868780463,0.2932896057805117,0.2710520998602351,0.27933728940331465,0.4115498889270667,0.40543151148755174
32,-58,0.8491145250644347,0.16943619340870641,0.18669389652101076,0.3018420493293248,0.3056337992409825,0.2857168335648912,0.291571514690677,0.4259479592523567,0.41792254277205604
33,-57,0.8508056215382273,0.18193984535346738,0.19771831313370677,0.31684506667914786,0.318273166467904,0.30071262254251263,0.30411864449497955,0.4404522892698787,0.43057501439880413
34,-56,0.8524705882372012,0.19498690425745116,0.2091849028979352,0.3321313659546656,0.331201737440898,0.31602110924742416,0.31697336762270484,0.45504744713346335,0.44338049292781145
35,-55,0.8541092586938724,0.2085708754798328,0.22109577514372317,0.3476819322395382,0.3444126738599883,0.33162294845035245,0.33012945621680123,0.4697178424070562,0.45633005030906965
36,-54,0.8557214688501846,0.22268299210820278,0.23345179343155012,0.3634769640457418,0.3578982535389277,0.347497886731833,0.3435797456465004,0.48444776540990014,0.46941426796601393
37,-53,0.85730705708487,0.2373122190494057,0.24625250110202096,0.3794959480979374,0.3716498573452172,0.3636248437155937,0.35731611705611727,0.49922142545652237,0.4826232422895463
38,-52,0.858865864240438,0.2524452722945848,0.2594960493917555,0.3957177347814376,0.385657958844639,0.37998199438856967,0.3713294827613956,0.5140229878551794,0.49594659156646315
39,-51,0.86039773364979,0.2680666528679458,0.2731791287006193,0.41212061372721737,0.39991211680076366,0.39654685189007755,0.38560977467482227,0.5288366095459426,0.509373464361548
40,-50,0.8619025111624503,0.284158694818703,0.2872969036052067,0.4286823890427414,0.41440097067138676,0.4132963501924369,0.4001459359328207,0.5436464732766886,0.5228925493677843
41,-49,0.8633800451704088,0.3007016264829492,0.30184295221894186,0.4453804537351831,0.4291122392341976,0.4302069261384214,0.41492591588784644,0.5584368202320438,0.5364920867341497
42,-48,0.8648301866335691,0.3176736441278464,0.31680921049998895,0.46219186291314196,0.4440327224632109,0.4472546003460752,0.4299366686171611,0.5731919810465063,0.5501598808752711
43,-47,0.8662527891047962,0.33505099699539137,0.3321859221041299,0.4790934053935221,0.4591483067656236,0.4644150565381829,0.4451641550874758,0.5878964051484372,0.5638833147618937
44,-46,0.8676477087545573,0.352808082687388,0.3479615943706275,0.4960616733813215,0.4744439736758316,0.48166371890103676,0.46059334910076444,0.602534688396412,0.577649365685637
45,-45,0.8690148043951514,0.3709175517769208,0.3641229610146994,0.5130731299309812,0.48990381208940265,0.49897582712454963,0.4762082471313981,0.6170915989832937,0.5914446224859342
46,-44,0.8703539375045194,0.3893504204942181,0.38065495208042605,0.5301041739383541,0.5055110341049035,0.5163265088226124,0.4919918821483973,0.6315521015964011,0.6052553042213658
47,-43,0.8716649722496314,0.40807619031539216,0.3975406716826423,0.5471312024517132,0.5212479945256814,0.5336908490783385,0.5079263414991063,0.6459013798342896,0.619067280261859
48,-42,0.8729477755094449,0.42706297328007076,0.4147613840355676,0.5641306701282415,0.5370962140570865,0.551043956903096,0.5239927889120417,0.66012485689173,0.632866091772438
49,-41,0.8742022168974289,0.446277621877075,0.4322965082296562,0.5810791456987878,0.5530364062172544,0.5683610284404792,0.5401714906571417,0.6742082145346766,0.6466369745534075
50,-40,0.8754281687836467,0.46568586236453957,0.4501236221764582,0.5979533653380741,0.5690485079615503,0.5856174067865756,0.556441845881243,0.6881374103961712,0.6603648831960648
51,-39,0.8766255063163947,0.4852524304306527,0.46821847609433437,0.6147302828699575,0.5851117140021963,0.602788638335527,0.5727824211154465,0.7018986936323929,0.6740345165072854
52,-38,0.8777941074433906,0.5049412081517051,0.48655501585584116,0.6313871167673603,0.6012045147855603,0.6198505255944841,0.5891709889292172,0.7154786189853174,0.6876303441506462
53,-37,0.8789338529325069,0.5247153612638302,0.5051054164607751,0.6479013939342934,0.6173047380701979,0.6367791764444639,0.6055845706837255,0.7288640593048478,0.7011366344461628
54,-36,0.8800446263920425,0.5445374758317794,0.5238401258375452,0.6642509902826951,0.6333895940291127,0.6535510498531043,0.6219994833142071,0.7420422165887016,0.7145374832652556
55,-35,0.8811263142905313,0.564369693470932,0.5427279191101109,0.6804141681398735,0.6494357237799514,0.6701429980722181,0.6383913900481383,0.7550006316030988,0.7278168439522519
56,-34,0.8821788059760798,0.5841738443554972,0.5617359633986155,0.6963696105427571,0.6654192512271253,0.6865323053769126,0.6547353549429453,0.7677271921509747,0.7409585581985989
57,-33,0.8832019936952301,0.6039115773254795,0.5808298931495558,0.712096452493474,0.6813158380802345,0.7026967234243293,0.6710059011039247,0.7802101400576644,0.7539463877910465
58,-32,0.8841957726113452,0.6235444864857075,0.5999738959163838,0.7275743092666269,0.6971007418938449,0.718614503328642,0.6871770724202233,0.7924380769462951,0.7667640471503687
59,-31,0.8851600408225098,0.643034233771001,0.6191308084344456,0.7427833018723904,0.7127488769547119,0.7342644245649399,0.703222498634256,0.8043999688768751,0.7793952365727749
