,input_prheo,pspike_ctr,pspike_fdE0,pspike_ctrE0,pspike_fd
60,0.8818181818181818,0.05088815295313016,0.09926488949753454,0.09475260689833707,0.14810203889073786
61,0.8848484848484848,0.05612018722649763,0.10601372199540608,0.10147353635359882,0.15531379430424133
62,0.8878787878787878,0.06173156197696017,0.11302857834461039,0.10847116407462258,0.16270782071998754
63,0.8909090909090909,0.06773207022117435,0.12030661459591577,0.11574270156706945,0.17027981989318575
64,0.8939393939393939,0.07413004505148137,0.12784418657136604,0.12328449510495544,0.17802510863697651
65,0.896969696969697,0.0809322418128744,0.13563686851445364,0.1310920462954288,0.1859386362972771
66,0.9,0.08814373521175928,0.14367947659784852,0.13916003806534843,0.19401500369096017
67,0.9030303030303031,0.09576783306475889,0.15196609694930285,0.14748236566876272,0.2022484833534271
68,0.906060606060606,0.10380600808531126,0.16049011782077685,0.15605217227531187,0.21063304093648846
69,0.9090909090909091,0.11225784876647976,0.16924426549710167,0.1648618886687998,0.2191623575940939
70,0.9121212121212121,0.12112103006011145,0.17822064351862674,0.17390327656258114,0.22782985319177365
71,0.9151515151515152,0.13039130418546924,0.18741077477717683,0.18316747502380093,0.23662871017564277
72,0.9181818181818182,0.14006251153475913,0.19680564603605152,0.19264504949150169,0.24555189793833387
73,0.9212121212121211,0.15012661128824933,0.20639575442238214,0.2023260428738024,0.2545921975221851
74,0.9242424242424242,0.16057373101673791,0.21617115544354867,0.21220002821609904,0.2637422265043222
75,0.9272727272727272,0.17139223424174296,0.22612151208804482,0.2222561624449837,0.2729944639137507
76,0.9303030303030303,0.18256880465051578,0.23623614458464123,0.23248324071065554,0.2823412750371467
77,0.9333333333333333,0.19408854542886098,0.24650408041137783,0.24286975087322862,0.29177493597751875
78,0.9363636363636363,0.20593509198344906,0.2569141041672306,0.25340392770490794,0.30128765783819433
79,0.9393939393939394,0.21809073617895658,0.2674548069436343,0.26407380640972855,0.31087161041350436
80,0.9424242424242424,0.23053656011459422,0.2781146348598407,0.2748672750947059,0.32051894527697583
81,0.9454545454545454,0.2432525774088115,0.28888193645476656,0.285772125860302,0.3302218181676676
82,0.9484848484848485,0.2562178799482028,0.29974500865795883,0.2967761042131827,0.3399724105853169
83,0.9515151515151514,0.26941078808411345,0.3106921410931265,0.30786695654006196,0.34976295051519196
84,0.9545454545454546,0.28280900232427203,0.3217116584988061,0.31903247541713664,0.35958573221371826
85,0.9575757575757575,0.2963897546626578,0.3327919610817447,0.33026054256497644,0.36943313499608266
86,0.9606060606060606,0.3101299578138866,0.34392156264914026,0.3415391692932133,0.37929764097695856
87,0.9636363636363636,0.3240063507635413,0.35508912639549717,0.3528565343125647,0.3891718517251423
88,0.9666666666666667,0.33799563920804215,0.36628349824848205,0.36420101882347267,0.39904850380225243
89,0.9696969696969697,0.3520746296316846,0.3774937377052435,0.3755612388204993,0.4089204831645415
90,0.9727272727272727,0.36622035594964586,0.3887091461162837,0.3869260745795715,0.4187808384153612
91,0.9757575757575758,0.3804101978295519,0.3999192923977641,0.3982846973209246,0.4286227929037687
92,0.9787878787878788,0.3946219899865903,0.41111403617510395,0.4096265930641383,0.43843975567221405
93,0.9818181818181818,0.40883412192460955,0.4222835483807512,0.420941583712968,0.448225331263109
94,0.9848484848484849,0.4230256277651012,0.43341832934704133,0.4322198454265485,0.4579733284003744
95,0.9878787878787878,0.4371762659650236,0.4445092244511164,0.4434519243502626,0.4676777675677734
96,0.990909090909091,0.4512665888710618,0.45554743738297454,0.45462874979399576,0.47733288751095826
97,0.9939393939393939,0.4652780021907701,0.4665245411198143,0.4657416449576653,0.4869331506946862
98,0.996969696969697,0.4791928145792019,0.4774324867001882,0.4767823353141759,0.4964732477506336
99,1.0,0.4929942776424741,0.4882636098999064,0.4877429547680362,0.5059481009546337
